N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
1386;1720150001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE AÑANCUSI - LLACCO, DISTRITO DE ACORIA, PROVINCIA DE HUANCAVELICA, REGIÓN HUANCAVELICA.;1720150001;0901030036;HUANCAVELICA;HUANCAVELICA;ACORIA;AÑANCUSI;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;20/06/2018; 542,933 ; 133 
1387;1720150002;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE YANAOCCO - SAN ISIDRO DE AMPURHUAY, DISTRITO DE ACORIA, PROVINCIA DE HUANCAVELICA, REGIÓN HUANCAVELICA.;1720150002;0901030042;HUANCAVELICA;HUANCAVELICA;ACORIA;SAN ISIDRO DE AMPURHUAY;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;20/06/2018; 342,905 ; 84 
1388;1720150003;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE  AÑAYLLA - SOL NACIENTE, DISTRITO DE ACORIA, PROVINCIA DE HUANCAVELICA, REGIÓN HUANCAVELICA.;1720150003;0901030050;HUANCAVELICA;HUANCAVELICA;ACORIA;AÑAYLLA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;20/06/2018; 408,220 ; 100 
1389;1720150004;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE PALMIRA BAJA - ALHUARA - YAÑACC, DISTRITO DE ACORIA, PROVINCIA DE HUANCAVELICA, REGIÓN HUANCAVELICA.;1720150004;0901030049;HUANCAVELICA;HUANCAVELICA;ACORIA;ALHUARA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;20/06/2018; 338,823 ; 83 
1390;1720150005;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE SANTA ROSA DE PINCO - SILLON, DISTRITO DE PAUCARBAMBA, PROVINCIA DE CHURCAMPA, DEPARTAMENTO  DE HUANCAVELICA;1720150005;0905070012;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;SANTA ROSA DE PINCO;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;10/07/2015;2/07/2018; 414,831 ; 106 
1391;1720150006;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE SAN JOSE DE YACUMIRACC - ATAHUARCO, DISTRITO DE PAUCARBAMBA, PROVINCIA DE CHURCAMPA, DEPARTAMENTO  DE HUANCAVELICA;1720150006;0905070013;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;SAN JOSE DE YACUMIRACC;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;10/07/2015;2/07/2018; 394,152 ; 100 
1392;1720150007;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NE PUCCASA - ACOS, DISTRITO DE PAUCARBAMBA, PROVINCIA DE CHURCAMPA, DEPARTAMENTO  DE HUANCAVELICA;1720150007;0905070023;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;ACOS;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;10/07/2015;2/07/2018; 417,473 ; 108 
1393;1720150008;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NE SALLCCABAMBA - SAN CRISTOBAL DE CCOCHA, DISTRITO DE PAUCARBAMBA, PROVINCIA DE CHURCAMPA, DEPARTAMENTO  DE HUANCAVELICA;1720150008;0905070019;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;SALLCCABAMBA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;10/07/2015;2/07/2018; 424,208 ; 109 
1394;1720150009;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE ALTO COMUNCANCHA - PAMPAHUASI, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150009;0903010082;HUANCAVELICA;ANGARAES;LIRCAY;PAMPAHUASI;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;28/02/2018; 446,933 ; 110 
1395;1720150010;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE OCCOPAMPA - ALLPACHACA, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150010;0903010081;HUANCAVELICA;ANGARAES;LIRCAY;OCCOPAMPA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;28/02/2018; 444,844 ; 110 
1396;1720150011;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE PAMPA DEL CARMEN, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150011;0903010058;HUANCAVELICA;ANGARAES;LIRCAY;PAMPA DEL CARMEN;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;28/02/2018; 449,042 ; 110 
1397;1720150012;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE RUPACC - CIENEGUILLA, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150012;0903010052;HUANCAVELICA;ANGARAES;LIRCAY;RUPACC;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/07/2015;28/02/2018; 445,772 ; 110 
1398;1720150013;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE RUMICHACA, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150041;0903010038;HUANCAVELICA;ANGARAES;LIRCAY;RUMICHACA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/08/2015;19/07/2018; 591,919 ; 145 
1399;1720150014;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE PIRCA PAHUANA - PERCCAPAMPA, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150042;0903010048;HUANCAVELICA;ANGARAES;LIRCAY;PIRCA PAHUANA;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/08/2015;19/07/2018; 632,741 ; 155 
1400;1720150015;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMÍAS DE SUBSISTENCIA A MERCADOS LOCALES EN EL NE CHALHUAPUQUIO - PUEBLO NUEVO, DISTRITO DE LIRCAY, PROVINCIA DE ANGARAES, DEPARTAMENTO  DE HUANCAVELICA;1720150043;0903010066;HUANCAVELICA;ANGARAES;LIRCAY;PUEBLO NUEVO;17;HUANCAVELICA;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;1/08/2015;19/07/2018; 449,042 ; 110 
1401;1720150180;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR YANANYAC - BELLAVISTA;1720150060;0907170033;HUANCAVELICA;TAYACAJA;SURCUBAMBA;YANANYAC;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;31/12/2018; 399,000 ; 105 
1402;1720150181;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VISTA ALEGRE;1720150061;0907170035;HUANCAVELICA;TAYACAJA;SURCUBAMBA;VISTA ALEGRE;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;31/12/2018; 380,000 ; 100 
1403;1720150182;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAUCARMARCA;1720150062;0907170031;HUANCAVELICA;TAYACAJA;SURCUBAMBA;PAUCARMARCA;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;31/12/2018; 361,000 ; 95 
1404;1720150183;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SOCOS;1720150063;0907170010;HUANCAVELICA;TAYACAJA;SURCUBAMBA;SOCOS;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;31/12/2018; 380,000 ; 100 
1405;1720150184;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUACHUAPAMPA - HUARIBAMBILLA;1720150064;0905070048;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;HUACHUAPAMPA;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;10/10/2018; 380,000 ; 100 
1406;1720150185;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NUEVA ESPERANZA DE CHONTA;1720150065;0905070052;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;NUEVA ESPERANZA DE CHONTA;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;10/10/2018; 345,800 ; 91 
1407;1720150186;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ANDAYMARCA;1720150066;0905070045;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;ANDAYMARCA;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;10/10/2018; 380,000 ; 100 
1408;1720150187;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR COMUHUILLCA;1720150067;0905070046;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;COMUHUILLCA;17;HUANCAVELICA;68;PP Acceso de Hogares Rurales a Mercados Locales -Amp 2015 RO;PP Acceso de Hogares Rurales a Mercados Locales – Ampliación 2015 RO;PROYECTOS CULMINADOS;1/02/2016;10/10/2018; 380,000 ; 100 
1409;1720160001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SUYLLOC ALTO;1720160037;0907200007;HUANCAVELICA;TAYACAJA;ANDAYMARCA;SUYLLOC;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;8/08/2016;30/09/2019; 425,000 ; 100 
1410;1720160002;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SUYLLOC BAJO;1720160038;0907200007;HUANCAVELICA;TAYACAJA;ANDAYMARCA;SUYLLOC;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;8/08/2016;30/09/2019; 425,000 ; 100 
1411;1720160003;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUARANHUAY ALTO;1720160039;0907200031;HUANCAVELICA;TAYACAJA;ANDAYMARCA;HUARANHUAY;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;8/08/2016;30/09/2019; 437,750 ; 103 
1412;1720160004;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUARANHUAY BAJO;1720160040;0907200031;HUANCAVELICA;TAYACAJA;ANDAYMARCA;HUARANHUAY;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;8/08/2016;30/09/2019; 412,250 ; 97 
1413;1720160005;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LOMA;1720160025;0907150002;HUANCAVELICA;TAYACAJA;SALCAHUASI;SANTA CRUZ DE HUAMANMARCA;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;28/03/2019; 467,500 ; 110 
1414;1720160006;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR URPAY;1720160026;0907150009;HUANCAVELICA;TAYACAJA;SALCAHUASI;URPAY;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;28/03/2019; 382,500 ; 90 
1415;1720160007;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUACCAYRUMI;1720160027;0907150011;HUANCAVELICA;TAYACAJA;SALCAHUASI;HUACCAYRUMI;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;28/03/2019; 425,000 ; 100 
1416;1720160008;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTA FE DE CHAMANA;1720160028;0907150015;HUANCAVELICA;TAYACAJA;SALCAHUASI;SANTA FE DE CHAMANA;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;28/03/2019; 425,000 ; 100 
1417;1720160009;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TINTAY;1720160029;0907180001;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;TINTAY;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;24/04/2019; 425,000 ; 100 
1418;1720160010;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR UCHUY SIHUIS;1720160030;0907180002;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;TABLAHUASI;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;24/04/2019; 425,000 ; 100 
1419;1720160011;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR COCHABAMBA GRANDE;1720160031;0907180035;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;COCHABAMBA GRANDE;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;24/04/2019; 425,000 ; 100 
1420;1720160012;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SUNE;1720160032;0907180029;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;SUNE;17;HUANCAVELICA;71;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2016-RO Sierra;PROYECTOS CULMINADOS;1/08/2016;24/04/2019; 425,000 ; 100 
1421;1820140001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL MILAGRO - TINDALPATA;1820140001;1901070134;PASCO;PASCO;PAUCARTAMBO;EL MILAGRO;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 395,156 ; 98 
1422;1820140002;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AUQUIMARCA -  HUALLAMAYO;1820140002;1901070025;PASCO;PASCO;PAUCARTAMBO;AUQUIMARCA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 548,379 ; 136 
1423;1820140003;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHUPACA - ANCARA;1820140003;1901070032;PASCO;PASCO;PAUCARTAMBO;CHUPACA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 532,250 ; 132 
1424;1820140004;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BELLAVISTA;1820140004;1901070081;PASCO;PASCO;PAUCARTAMBO;BELLAVISTA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 403,220 ; 100 
1425;1820140005;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR YANACOCHA;1820140009;1902010069;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;YANACOCHA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 677,410 ; 168 
1426;1820140006;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VILLO - TAMBOCHACA;1820140010;1902010065;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;VILLO;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 459,671 ; 114 
1427;1820140007;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUAYLASJIRCA;1820140011;1902010074;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;HUAYLAS JIRCA (HUAIRACIRCA);18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 475,800 ; 118 
1428;1820140008;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TACTAYOC - SANTA ROSA DE CHORA;1820140005;1902060085;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;TACTAYOC;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 403,220 ; 100 
1429;1820140009;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTA ANA DE RAGAN -  CUYAGHUAIN;1820140006;1902060033;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;SANTA ANA DE RAGAN;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 403,220 ; 100 
1430;1820140010;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR GOYLLARISQUIZGA - POCOBAMBA;1820140007;1902060052;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;POCOBAMBA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 403,220 ; 100 
1431;1820140011;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ANTAPIRCA;1820140008;1902060006;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;ANTAPIRCA;18;CERRO DE PASCO;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;1/08/2014;31/07/2017; 403,220 ; 100 
1432;1820150001;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR YARUSYACAN - BATANCHACA;1820150001;1901080001;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;YARUSYACAN;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/09/2018; 449,042 ; 110 
1433;1820150002;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSITENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR JUNIPALCA - CHAUYAR;1820150002;1901080005;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;JUNIPALCA;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/09/2018; 436,795 ; 107 
1434;1820150003;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NÚCLEO EJECUTOR MACHCAN - MISHARAN;1820150003;1901080049;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;MACHCAN;18;CERRO DE PASCO;59;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2015 - RO;PROYECTOS CULMINADOS;16/09/2015;15/09/2018; 473,535 ; 116 
